ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,09/01/2007,13:44,Belfast,028 9046 7771     ,00:05:22,0,0.245
Local         ,2890735600,90735600/0001  ,,09/01/2007,13:46,Newtownards,028 9182 1010     ,00:01:27,0,0.09
Local         ,2890735600,90735600/0001  ,,09/01/2007,13:46,Belfast,028 9053 4526     ,00:00:09,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,13:47,Belfast,028 9053 4526     ,00:00:09,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,13:48,Belfast,028 9053 4170     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:03,Belfast,028 9023 2666     ,00:02:05,0,0.115
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:03,Newtownards,028 9182 1010     ,00:01:50,0,0.105
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:07,Whiteabbey,028 9085 9290     ,00:00:23,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,14:11,Coagh,028 8673 7730     ,00:00:01,0,0.035
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:15,Belfast,028 9072 3103     ,00:00:57,0,0.07
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,14:17,Ireland Rep,35314325091,00:03:11,0,0.285
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:22,Belfast,028 9045 7848     ,00:00:14,0,0.04
0870 numbers      ,2890735600,90735600/0001  ,,09/01/2007,14:27,0870 Numbers,08707 067483      ,00:00:52,0,0.059
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:28,Newtownards,028 9181 3173     ,00:05:10,0,0.24
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:30,Newtownards,028 9182 1010     ,00:07:28,0,0.33
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:33,Belfast,028 9053 4422     ,00:00:08,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:34,Belfast,028 9024 2111     ,00:00:51,0,0.065
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,14:36,Mobile Phone,07990 557118      ,00:01:20,0,0.215
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:36,Belfast,028 9053 4160     ,00:00:16,0,0.045
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:36,Belfast,028 9043 3877     ,00:00:03,0,0.035
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,14:37,Irish Rp mbl,3.53866E+11,00:00:14,0,0.135
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,14:38,Mobile Phone,07733 122256      ,00:01:52,0,0.285
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:39,Belfast,028 9057 9000     ,00:16:46,0,0.705
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:48,Belfast,028 9053 4526     ,00:00:08,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:49,Belfast,028 9053 4157     ,00:00:18,0,0.045
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,14:49,Mobile Phone,07720 433199      ,00:07:41,0,0.88
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:51,Belfast,028 9053 4526     ,00:01:15,0,0.08
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:52,Belfast,028 9074 9494     ,00:00:13,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:54,Belfast,028 9053 4422     ,00:00:38,0,0.06
Local         ,2890735600,90735600/0001  ,,09/01/2007,14:57,Belfast,028 9045 5377     ,00:00:51,0,0.065
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,14:58,Mobile Phone,07920 832282      ,00:00:37,0,0.115
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,14:59,Toomebridge,028 7965 0757     ,00:00:37,0,0.08
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:00,Mobile Phone,07710 836915      ,00:00:28,0,0.085
0845 numbers       ,2890735600,90735600/0001  ,,09/01/2007,15:01,0845 Numbers,08451 170555      ,00:00:53,0,0.05
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:01,Belfast,028 9057 9000     ,00:00:29,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:04,Kilkeel,028 4176 3366     ,00:04:40,0,0.405
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:04,Mayobridge,028 3085 1453     ,00:00:10,0,0.045
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:05,Belfast,028 9037 0030     ,00:00:36,0,0.055
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:06,Ireland Rep,35316204306,00:00:13,0,0.05
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:06,Belfast,028 9053 4154     ,00:00:08,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:08,Belfast,028 9061 9999     ,00:03:20,0,0.165
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:10,Ireland Rep,35316204306,00:01:32,0,0.155
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:11,Mobile Phone,07803 270142      ,00:02:50,0,0.345
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:12,Newry,028 3025 4962     ,00:00:04,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:12,Belfast,028 9024 9659     ,00:00:07,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:13,Newry,028 3026 6811     ,00:00:03,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:14,Newry,028 3026 6811     ,00:09:59,0,0.83
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:15,Ireland Rep,35316204306,00:01:41,0,0.165
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:16,Abingdon,01235 465829      ,00:03:21,0,0.3
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:20,Ireland Rep,35316204306,00:00:56,0,0.105
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:20,Mobile Phone,07920 186336      ,00:00:04,0,0.04
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:22,Belfast,028 9053 4422     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:23,Belfast,028 9053 4160     ,00:00:12,0,0.04
0845 numbers       ,2890735600,90735600/0001  ,,09/01/2007,15:24,0845 Numbers,08451 170555      ,00:05:44,0,0.193
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:24,Ireland Rep,35316204306,00:00:36,0,0.08
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:25,Carrickfergu,028 9335 8000     ,00:00:50,0,0.065
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:28,Ireland Rep,35316204306,00:00:45,0,0.09
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:28,Mobile Phone,07787 572241      ,00:03:31,0,0.51
0845 numbers       ,2890735600,90735600/0001  ,,09/01/2007,15:30,0845 Numbers,08451 170555      ,00:07:28,0,0.251
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:31,Irish Rp mbl,3.53873E+11,00:01:34,0,0.735
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:32,Ireland Rep,35316204306,00:00:36,0,0.08
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:33,Belfast,028 9045 8080     ,00:07:34,0,0.335
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:34,Ireland Rep,35316204306,00:00:26,0,0.065
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:34,Ireland Rep,35316303200,00:02:20,0,0.22
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:35,Banbridge,028 4066 9312     ,00:01:03,0,0.115
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:36,Crossgar,028 4483 0846     ,00:00:03,0,0.035
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:37,Irish Rp mbl,3.53873E+11,00:02:55,0,1.345
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:37,Ireland Rep,35316204320,00:02:32,0,0.235
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:38,Belfast,028 9037 0030     ,00:00:43,0,0.06
0845 numbers       ,2890735600,90735600/0001  ,,09/01/2007,15:40,0845 Numbers,08454 901010      ,00:01:11,0,0.05
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:41,Mobile Phone,07768 460499      ,00:00:05,0,0.045
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:45,Ireland Rep,35316204320,00:00:06,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:48,Toomebridge,028 7965 0757     ,00:00:24,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:49,Dungiven,028 7774 2101     ,00:01:54,0,0.185
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,15:49,Ireland Rep,35316204320,00:00:03,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,15:53,Newcastle NI,028 4372 3918     ,00:01:27,0,0.15
Local         ,2890735600,90735600/0001  ,,09/01/2007,15:55,Belfast,028 9062 8877     ,00:02:49,0,0.145
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,15:58,Mobile Phone,07802 225794      ,00:03:47,0,0.45
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:02,Belfast,028 9045 8185     ,00:00:34,0,0.055
0845 numbers       ,2890735600,90735600/0001  ,,09/01/2007,16:03,0845 Numbers,08454 901010      ,00:00:33,0,0.05
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:03,Belfast,028 9077 4000     ,00:04:28,0,0.21
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:05,Belfast,028 9053 3350     ,00:02:31,0,0.135
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:06,Belfast,028 9089 3996     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:13,Belfast,028 9053 4422     ,00:20:44,0,0.86
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:16,Mobile Phone,07843 869857      ,00:00:02,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,16:21,Reading,0118 988 0277     ,00:00:56,0,0.105
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,16:23,Rochdale,01706 510556      ,00:01:09,0,0.125
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:25,Belfast,028 9037 0030     ,00:00:25,0,0.05
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,16:25,Irish Rp mbl,3.53876E+11,00:03:20,0,1.53
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:28,Belfast,028 9022 4000     ,00:00:21,0,0.045
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,16:31,Ireland Rep,35316653200,00:02:29,0,0.23
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:31,Belfast,028 9053 4422     ,00:00:23,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,09/01/2007,16:34,Reading,0118 988 0277     ,00:00:30,0,0.07
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:35,Mobile Phone,07837 770398      ,00:00:59,0,0.15
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:36,Newtownards,028 9182 1010     ,00:02:10,0,0.12
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:36,Belfast,028 9055 3734     ,00:05:11,0,0.24
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:37,Mobile Phone,07787 572241      ,00:01:41,0,0.26
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:41,Belfast,028 9073 2193     ,00:01:32,0,0.095
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:48,Mobile Phone,07835 225993      ,00:00:38,0,0.1
Local         ,2890735600,90735600/0001  ,,09/01/2007,16:49,Belfast,028 9066 6630     ,00:02:31,0,0.135
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:53,Mobile Phone,07920 186336      ,00:01:00,0,0.17
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:55,Mobile Phone,07917 544440      ,00:01:01,0,0.17
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:56,Mobile Phone,07810 656414      ,00:00:49,0,0.145
Mobile        ,2890735600,90735600/0001  ,,09/01/2007,16:58,Mobile Phone,07919 278136      ,00:01:02,0,0.17
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,17:03,USA,16177864658,00:23:33,0,5.92
Local         ,2890735600,90735600/0001  ,,09/01/2007,17:06,Killinchy,028 9754 2947     ,00:01:48,0,0.105
Intnl         ,2890735600,90735600/0001  ,,09/01/2007,17:15,Irish Rp mbl,3.5388E+11,00:01:41,0,0.79
Local         ,2890735600,90735600/0001  ,,09/01/2007,21:37,Belfast,028 9087 8287     ,00:00:18,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,00:47,Belfast,028 9044 2429     ,00:05:32,0,0.09
Local         ,2890735600,90735600/0001  ,,10/01/2007,00:53,Belfast,028 9044 2429     ,00:00:50,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,07:58,Belfast,028 9045 8080     ,00:00:39,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,08:06,Mobile Phone,07710 573755      ,00:01:04,0,0.15
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,08:17,Mobile Phone,07835 226006      ,00:00:03,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,08:43,Mobile Phone,07779 283990      ,00:05:08,0,0.635
Intnl         ,2890735600,90735600/0001  ,,10/01/2007,08:56,Irish Rp mbl,3.53863E+11,00:05:43,0,2.605
Local         ,2890735600,90735600/0001  ,,10/01/2007,08:58,Belfast,028 9053 4157     ,00:00:44,0,0.06
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:00,Belfast,028 9053 4571     ,00:00:11,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:00,Mobile Phone,07789 552155      ,00:00:32,0,0.105
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:01,Carrickfergu,028 9335 1727     ,00:00:12,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:01,Belfast,028 9078 6916     ,00:00:42,0,0.06
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:04,Carrickfergu,028 9335 1727     ,00:00:07,0,0.035
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:06,Mobile Phone,07990 585055      ,00:00:12,0,0.06
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:08,Belfast,028 9066 2366     ,00:06:15,0,0.28
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:11,Mobile Phone,07920 187555      ,00:06:21,0,0.89
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:12,Carrickfergu,028 9335 1727     ,00:00:06,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:12,Belfast,028 9078 6916     ,00:00:44,0,0.06
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:13,Carrickfergu,028 9335 1727     ,00:00:20,0,0.045
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:14,Belfast,028 9078 6916     ,00:00:34,0,0.055
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:16,Carrickfergu,028 9335 1727     ,00:00:06,0,0.035
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:16,Mobile Phone,07920 186622      ,00:04:24,0,0.63
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,09:16,Southend-o-s,01702 394394      ,00:12:08,0,1.005
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:17,Belfast,028 9068 2994     ,00:00:33,0,0.055
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:18,Mobile Phone,07920 187555      ,00:04:05,0,0.585
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:18,Carrickfergu,028 9335 1727     ,00:00:05,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:20,Carrickfergu,028 9335 1727     ,00:00:06,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,09:20,Ballymena,028 2564 0666     ,00:01:29,0,0.15
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:26,Carrickfergu,028 9336 6100     ,00:00:13,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:26,Belfast,028 9080 4080     ,00:00:22,0,0.045
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:27,Mobile Phone,07866 413250      ,00:00:01,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:27,Ballyclare,028 9332 3136     ,00:00:15,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:28,Mobile Phone,07920 186622      ,00:01:46,0,0.27
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:29,Ballyclare,028 9335 4864     ,00:00:07,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:29,Newtownards,028 9181 4144     ,00:01:05,0,0.075
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:29,Mobile Phone,07764 185776      ,00:01:18,0,0.175
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:29,Belfast,028 9066 2366     ,00:01:30,0,0.09
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:29,Carrickfergu,028 9335 1727     ,00:00:05,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:30,Comber,028 9187 8956     ,00:01:07,0,0.075
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:31,Ballyclare,028 9335 4864     ,00:00:12,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:31,Mobile Phone,07841 560744      ,00:00:21,0,0.07
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:32,Carrickfergu,028 9335 1727     ,00:01:07,0,0.075
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:34,Mobile Phone,07920 187555      ,00:01:34,0,0.245
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:34,,28905344222,00:01:09,0,0.08
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:34,Ballyclare,028 9335 4864     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:35,Belfast,028 9037 3931     ,00:00:42,0,0.06
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:36,Mobile Phone,07783 191840      ,00:00:56,0,0.135
0845 numbers       ,2890735600,90735600/0001  ,,10/01/2007,09:37,0845 Numbers,08453 004400      ,00:07:07,0,0.24
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:38,Ballyclare,028 9335 4864     ,00:00:16,0,0.045
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:39,Ballyclare,028 9335 4864     ,00:00:07,0,0.035
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:39,Mobile Phone,07837 770398      ,00:00:38,0,0.105
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:40,Belfast,028 9092 3500     ,00:01:58,0,0.11
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:43,Belfast,028 9053 4422     ,00:00:58,0,0.07
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:43,Ballyclare,028 9335 4864     ,00:00:29,0,0.05
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:43,Belfast,028 9092 3500     ,00:03:24,0,0.17
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:49,Belfast,028 9068 2994     ,00:02:32,0,0.135
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,09:49,Mobile Phone,07967 278550      ,00:00:28,0,0.085
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:51,Lisburn,028 9264 1144     ,00:01:37,0,0.095
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:53,Belfast,028 9068 2994     ,00:01:12,0,0.08
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:58,Belfast,028 9053 4060     ,00:00:10,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,09:58,Belfast,028 9022 5027     ,00:00:43,0,0.06
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:02,Belfast,028 9022 5027     ,00:00:43,0,0.06
0845 numbers       ,2890735600,90735600/0001  ,,10/01/2007,10:04,0845 Numbers,08457 302010      ,00:05:26,0,0.183
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:05,Belfast,028 9032 0663     ,00:01:04,0,0.075
Intnl         ,2890735600,90735600/0001  ,,10/01/2007,10:07,USA,14048432300,00:01:23,0,0.38
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:09,Newtownards,028 9181 3173     ,00:00:19,0,0.045
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:11,Whiteabbey,028 9085 9290     ,00:00:22,0,0.045
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,10:15,Mobile Phone,07854 651160      ,00:00:06,0,0.045
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,10:17,Mobile Phone,07920 187555      ,00:07:28,0,1.045
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,10:18,Mobile Phone,07710 573755      ,00:01:22,0,0.185
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:18,Belfast,028 9043 6663     ,00:00:09,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,10:24,Mobile Phone,07710 550701      ,00:01:04,0,0.15
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:26,Belfast,028 9026 1903     ,00:01:15,0,0.08
0845 numbers       ,2890735600,90735600/0001  ,,10/01/2007,10:35,0845 Numbers,08454 901010      ,00:00:50,0,0.05
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:36,Belfast,028 9045 5377     ,00:01:20,0,0.085
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:38,Belfast,028 9074 4744     ,00:00:32,0,0.055
Intnl         ,2890735600,90735600/0001  ,,10/01/2007,10:39,Irish Rp mbl,3.53868E+11,00:01:16,0,0.6
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:41,Belfast,028 9033 3333     ,00:02:11,0,0.12
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:42,Belfast,028 9024 3686     ,00:03:56,0,0.19
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:44,Belfast,028 9053 4422     ,00:00:12,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,10:48,Mayobridge,028 3085 1305     ,00:02:25,0,0.225
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:49,Maze,028 9262 1115     ,00:01:08,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,10:50,Gilford,028 3883 1253     ,00:21:15,0,1.73
Intnl         ,2890735600,90735600/0001  ,,10/01/2007,10:51,Ireland Rep,3.53749E+11,00:02:00,0,0.19
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,10:52,Portadown,028 3839 2909     ,00:02:01,0,0.195
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,10:54,Newry,028 3026 2261     ,00:02:31,0,0.235
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:55,Belfast,028 9066 8504     ,00:01:52,0,0.105
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,10:57,Aghadowey,028 7086 8544     ,00:02:00,0,0.19
Local         ,2890735600,90735600/0001  ,,10/01/2007,10:59,Belfast,028 9037 0030     ,00:01:10,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:00,Ballinmallrd,028 6638 8521     ,00:02:53,0,0.265
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:04,Belfast,028 9073 5660     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:04,Belfast,028 9053 4170     ,00:00:14,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:05,London,020 7212 0191     ,00:47:26,0,3.825
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:07,Belfast,028 9053 4422     ,00:00:35,0,0.055
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:08,Mobile Phone,07875 414024      ,00:00:02,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:10,Comber,028 9187 8982     ,00:01:39,0,0.1
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:12,Mobile Phone,07833 723205      ,00:01:31,0,0.24
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:12,Belfast,028 9062 8877     ,00:00:37,0,0.055
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:12,Belfast,028 9024 2111     ,00:02:30,0,0.13
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:14,Cookstown,028 8676 1437     ,00:17:34,0,1.44
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:15,Mobile Phone,07920 187555      ,00:05:29,0,0.775
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:17,Belfast,028 9037 0030     ,00:01:49,0,0.105
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:20,Reading,0118 988 0277     ,00:00:49,0,0.1
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:21,Belfast,028 9053 4170     ,00:04:07,0,0.195
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:22,Coleraine,028 7032 1334     ,00:03:56,0,0.345
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:34,Mobile Phone,07968 185481      ,00:00:28,0,0.085
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:34,Belfast,028 9028 4800     ,00:01:56,0,0.11
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:34,Belfast,028 9043 6663     ,00:00:26,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:35,Mayobridge,028 3085 1637     ,00:02:18,0,0.215
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:39,Mobile Phone,07919 278142      ,00:00:38,0,0.12
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:41,Belfast,028 9080 8777     ,00:00:07,0,0.035
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:46,Mobile Phone,07920 187555      ,00:00:51,0,0.15
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:51,Belfast,028 9053 3376     ,00:05:17,0,0.245
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:52,Carrickfergu,028 9335 1644     ,00:00:42,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,10/01/2007,11:52,Toomebridge,028 7965 0757     ,00:11:02,0,0.915
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:53,Carrickfergu,028 9335 1644     ,00:02:46,0,0.145
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:55,Belfast,028 9074 4211     ,00:00:07,0,0.035
Local         ,2890735600,90735600/0001  ,,10/01/2007,11:57,Belfast,028 9074 4211     ,00:00:08,0,0.04
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,11:58,Mobile Phone,07919 278136      ,00:02:15,0,0.335
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,12:07,Mobile Phone,07920 187555      ,00:03:36,0,0.52
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,12:07,Mobile Phone,07854 651160      ,00:02:40,0,0.345
Local         ,2890735600,90735600/0001  ,,10/01/2007,12:08,Belfast,028 9053 4157     ,00:00:07,0,0.035
Mobile        ,2890735600,90735600/0001  ,,10/01/2007,12:12,Mobile Phone,07770 395932      ,00:10:49,0,1.495
Local         ,2890735600,90735600/0001  ,,10/01/2007,12:12,Belfast,028 9037 0030     ,00:00:08,0,0.04
Local         ,2890735600,90735600/0001  ,,10/01/2007,12:13,Belfast,028 9066 4020     ,00:01:45,0,0.1
