ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:21,Belfast,028 9040 3004     ,00:01:44,0,0.07
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,14:24,Mobile Phone,07885 525302      ,00:00:28,0,0.055
0870 numbers      ,2890735600,90735600/0001  ,,20/09/2006,14:25,0870 Numbers,0870 1540154      ,00:03:07,0,0.21
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:25,Belfast,028 9030 9040     ,00:00:49,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,14:26,Lisnaskea,028 6772 3999     ,00:00:06,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,14:27,Mobile Phone,07789 074858      ,00:00:29,0,0.07
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,14:27,,4.92118E+13,00:00:46,0,0.23
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:28,Belfast,028 9027 8800     ,00:01:55,0,0.08
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,14:31,,4.92118E+13,00:24:32,0,7.36
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:32,Belfast,028 9066 6838     ,00:00:40,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:35,Belfast,028 9030 1234     ,00:00:25,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:38,Belfast,028 9073 9979     ,00:00:41,0,0.05
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,14:39,Germany,49211820000,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:40,Belfast,028 9050 0100     ,00:02:02,0,0.085
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,14:48,Mobile Phone,07968 185481      ,00:00:39,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,14:49,Poyntzpass,028 3831 8765     ,00:01:33,0,0.125
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:51,Moira,028 9261 6949     ,00:00:14,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:53,Belfast,028 9055 9999     ,00:00:43,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,14:55,Moira,028 9261 9933     ,00:01:25,0,0.06
0870 numbers      ,2890735600,90735600/0001  ,,20/09/2006,14:57,0870 Numbers,0870 4293503      ,00:00:27,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,15:03,Mobile Phone,07920 187555      ,00:01:30,0,0.205
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:05,Belfast,028 9055 6100     ,00:00:43,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,15:06,Mobile Phone,07789 074858      ,00:10:49,0,1.465
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:12,Belfast,028 9082 3100     ,00:02:45,0,0.11
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:12,Limavady,028 7772 2366     ,00:04:00,0,0.32
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:13,Newtownards,028 9182 1010     ,00:07:36,0,0.305
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:15,Newry,028 3026 6811     ,00:00:18,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:16,Dundonald,028 9048 5864     ,00:01:34,0,0.065
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:19,Ballynahinch,028 9756 5525     ,00:00:25,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:19,Newry,028 3026 3384     ,00:02:31,0,0.205
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:20,Eglinton,028 7181 2753     ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:20,Glengormley,028 9083 8999     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:20,Belfast,028 9046 7773     ,00:00:11,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:24,Belfast,028 9080 8777     ,00:00:41,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:24,Wetherby,01937 524242      ,00:02:17,0,0.185
0870 numbers      ,2890735600,90735600/0001  ,,20/09/2006,15:27,0870 Numbers,0870 7256827      ,00:01:54,0,0.128
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:29,Crossgar,028 4483 0091     ,00:00:45,0,0.06
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,15:30,Mobile Phone,07880 504469      ,00:00:11,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,20/09/2006,15:31,0870 Numbers,0870 8918080      ,00:01:09,0,0.078
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:31,Belfast,028 9053 3350     ,00:03:05,0,0.125
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,15:32,Ballymena,028 2565 2437     ,00:01:02,0,0.085
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:33,Ballyclare,028 9335 2000     ,00:15:19,0,0.615
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:33,Belfast,028 9020 8100     ,00:00:48,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,15:35,Mobile Phone,07920 187555      ,00:02:26,0,0.33
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:37,Belfast,028 9024 8686     ,00:00:47,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:41,Lisburn,028 9266 7264     ,00:00:34,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:51,Belfast,028 9046 7771     ,00:00:07,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:51,Moira,028 9261 6949     ,00:01:03,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:51,Belfast,028 9046 7700     ,00:01:08,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,15:53,Ballynahinch,028 9756 5525     ,00:03:47,0,0.155
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:01,Belfast,028 9057 9000     ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:03,Glengormley,028 9083 8999     ,00:01:06,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:15,Mobile Phone,07909 994990      ,00:10:22,0,1.405
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:20,Mobile Phone,07793 226878      ,00:00:46,0,0.085
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,16:28,Canada,14162607711,00:00:36,0,0.15
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,16:29,Canada,14162607711,00:00:59,0,0.25
Intnl         ,2890735600,90735600/0001  ,,20/09/2006,16:30,Canada,14162607711,00:01:18,0,0.325
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:34,Mobile Phone,07855 486156      ,00:03:34,0,0.42
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:35,Mobile Phone,07710 377061      ,00:11:31,0,1.27
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:36,Dundonald,028 9041 9393     ,00:00:24,0,0.05
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:37,Mobile Phone,07780 585778      ,00:09:56,0,1.35
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:40,Belfast,028 9046 7700     ,00:01:23,0,0.06
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,16:44,Mobile Phone,07841 560744      ,00:08:34,0,0.945
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:46,Belfast,028 9064 1264     ,00:00:47,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,16:47,Belfast,028 9027 9090     ,00:04:43,0,0.19
Ntnl          ,2890735600,90735600/0001  ,,20/09/2006,16:58,Ballymena,028 2565 3672     ,00:01:37,0,0.13
Local         ,2890735600,90735600/0001  ,,20/09/2006,17:27,Belfast,028 9044 2429     ,00:01:15,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,17:44,Belfast,028 9072 3103     ,00:01:27,0,0.06
Mobile        ,2890735600,90735600/0001  ,,20/09/2006,17:57,Mobile Phone,07768 050607      ,00:04:28,0,0.495
Local         ,2890735600,90735600/0001  ,,20/09/2006,18:15,Belfast,028 9044 2429     ,00:00:18,0,0.05
Local         ,2890735600,90735600/0001  ,,20/09/2006,18:24,Belfast,028 9072 3103     ,00:01:08,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,06:52,Belfast,028 9053 4555     ,00:03:48,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,06:56,Belfast,028 9053 4555     ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,08:44,Belfast,028 9024 3686     ,00:02:58,0,0.12
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,08:57,Cyprus S mbl,35799012274,00:04:27,0,2.895
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:00,Belfast,028 9038 3467     ,00:04:40,0,0.19
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:09,Belfast,028 9053 2234     ,00:00:59,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:16,Belfast,028 9020 2040     ,00:00:46,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:19,Belfast,028 9077 0044     ,00:05:41,0,0.23
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,09:20,Banbridge,028 4062 2278     ,00:01:12,0,0.1
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:25,Belfast,028 9073 2273     ,00:00:33,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:33,Belfast,028 9056 0000     ,00:00:31,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,09:36,Irish Rp mbl,3.53864E+11,00:01:53,0,0.85
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,09:37,Mobile Phone,07787 572241      ,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:38,Ballynahinch,028 9756 5525     ,00:01:52,0,0.075
0870 numbers      ,2890735600,90735600/0001  ,,21/09/2006,09:39,0870 Numbers,0870 9074798      ,00:03:10,0,0.214
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,09:42,Mobile Phone,07984 694612      ,00:00:46,0,0.1
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:44,Ballyclare,028 9334 4488     ,00:03:55,0,0.16
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:48,Belfast,028 9046 5192     ,00:02:20,0,0.095
0870 numbers      ,2890735600,90735600/0001  ,,21/09/2006,09:48,0870 Numbers,0870 2420444      ,00:02:32,0,0.171
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:51,Belfast,028 9068 3867     ,00:00:05,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,09:53,Newry,028 3025 4962     ,00:00:27,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,09:54,Cyprus S mbl,35799012274,00:02:56,0,1.91
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:54,Belfast,028 9045 5450     ,00:01:41,0,0.07
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:55,Belfast,028 9068 3867     ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,09:57,Belfast,028 9068 3929     ,00:01:25,0,0.06
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,10:04,Mobile Phone,07920 187555      ,00:01:15,0,0.17
Local         ,2890735600,90735600/0001  ,,21/09/2006,10:14,Belfast,028 9066 2366     ,00:06:24,0,0.26
Local         ,2890735600,90735600/0001  ,,21/09/2006,10:15,Belfast,028 9045 5450     ,00:03:29,0,0.14
Local         ,2890735600,90735600/0001  ,,21/09/2006,10:31,Newtownards,028 9182 3396     ,00:02:23,0,0.1
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,10:31,,4.92118E+13,00:01:04,0,0.32
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,10:32,,4.92118E+13,00:13:30,0,4.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,10:36,Glengormley,028 9083 8999     ,00:24:49,0,0.995
Local         ,2890735600,90735600/0001  ,,21/09/2006,10:41,Belfast,028 9031 2733     ,00:01:22,0,0.055
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,11:07,Mobile Phone,07702 787740      ,00:05:56,0,0.655
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:13,Belfast,028 9046 1912     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:14,Belfast,028 9023 7126     ,00:01:36,0,0.065
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:19,Belfast,028 9064 0788     ,00:00:15,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:23,Belfast,028 9024 8338     ,00:00:05,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,11:24,Mobile Phone,07920 186336      ,00:01:29,0,0.205
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:24,Belfast,028 9070 5056     ,00:00:30,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,11:26,Ireland Rep,35314325091,00:00:09,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,11:26,Ireland Rep,35314325091,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:35,Belfast,028 9032 3333     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:36,Carryduff,028 9081 3075     ,00:12:01,0,0.485
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,11:37,Cookstown,028 8676 5225     ,00:00:47,0,0.065
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,11:40,Mobile Phone,07740 909390      ,00:00:09,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:41,Belfast,028 9031 9220     ,00:00:27,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,11:48,Mobile Phone,07841 297097      ,00:01:05,0,0.12
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:52,Belfast,028 9053 3368     ,00:13:03,0,0.525
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:55,Belfast,028 9056 0000     ,00:00:36,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,11:55,Dundonald,028 9041 9393     ,00:02:48,0,0.115
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:02,Belfast,028 9055 7557     ,00:00:34,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:04,Mobile Phone,07920 187555      ,00:00:21,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:05,Mobile Phone,07920 832227      ,00:00:29,0,0.07
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:06,Belfast,028 9050 9728     ,00:01:29,0,0.06
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:09,Mobile Phone,07920 187555      ,00:01:07,0,0.155
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:09,Mobile Phone,07818 410940      ,00:01:18,0,0.18
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:11,Belfast,028 9080 8777     ,00:00:24,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,12:12,Kilrea,028 2954 0191     ,00:10:08,0,0.815
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:21,Belfast,028 9026 7950     ,00:00:51,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:27,Belfast,028 9066 4199     ,00:00:25,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:28,Belfast,028 9080 5599     ,00:02:10,0,0.09
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:28,Castlereagh,028 9044 9101     ,00:00:26,0,0.05
Other         ,2890735600,90735600/0001  ,,21/09/2006,12:29,Personal No.,070 7482 2066     ,00:00:23,0,0.123
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:32,Belfast,028 9066 2187     ,00:02:16,0,0.095
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:39,Newtownards,028 9181 9787     ,00:02:03,0,0.085
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:44,Mobile Phone,07770 470584      ,00:02:19,0,0.315
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,12:49,Mobile Phone,07885 525302      ,00:03:12,0,0.355
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:49,Belfast,028 9028 4800     ,00:00:33,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,12:50,Belfast,028 9024 9659     ,00:03:16,0,0.135
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,12:50,Kilrea,028 2954 0191     ,00:02:59,0,0.24
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,13:16,Mobile Phone,07917 733357      ,00:00:21,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,13:17,Mobile Phone,07917 544440      ,00:00:51,0,0.12
0845 numbers       ,2890735600,90735600/0001  ,,21/09/2006,13:19,0845 Numbers,0845 5842960      ,00:00:24,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,13:20,Mobile Phone,07917 733357      ,00:01:10,0,0.16
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,13:30,Mobile Phone,07710 377061      ,00:00:20,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:32,Whiteabbey,028 9086 1616     ,00:00:06,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:33,Belfast,028 9066 0085     ,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:35,Belfast,028 9045 0045     ,00:02:44,0,0.11
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:36,Belfast,028 9027 9090     ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:39,Belfast,028 9045 0045     ,00:00:25,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,13:57,Belfast,028 9062 5335     ,00:01:34,0,0.065
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,14:01,,4.92118E+13,00:06:01,0,1.805
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:03,Whiteabbey,028 9036 5777     ,00:00:26,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:06,Belfast,028 9026 6770     ,00:02:12,0,0.09
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,14:12,Newry,028 3025 4962     ,00:05:52,0,0.47
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:16,Bangor NI,028 9151 5351     ,00:01:06,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:21,Belfast,028 9072 3103     ,00:02:44,0,0.11
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,14:24,Newry,028 3025 4962     ,00:02:01,0,0.165
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:27,Belfast,028 9023 6800     ,00:00:45,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:27,Belfast,028 9046 1912     ,00:00:23,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,14:27,Mobile Phone,07917 733357      ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:29,Belfast,028 9031 1002     ,00:01:11,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:31,Lisburn,028 9264 0088     ,00:07:08,0,0.29
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,14:32,Mobile Phone,07771 832284      ,00:00:31,0,0.07
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:32,Newtownards,028 9181 2168     ,00:04:43,0,0.19
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:40,Belfast,028 9068 3331     ,00:00:41,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,14:41,Mobile Phone,07917 733357      ,00:01:05,0,0.15
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,14:47,Strabane,028 7188 3798     ,00:00:51,0,0.07
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:50,Belfast,028 9070 8228     ,00:02:21,0,0.095
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:52,Belfast,028 9040 3726     ,00:01:20,0,0.055
Local         ,2890735600,90735600/0001  ,,21/09/2006,14:52,Belfast,028 9024 0286     ,00:00:13,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,14:53,Mobile Phone,07787 572241      ,00:02:25,0,0.33
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,14:53,Kilkeel,028 4176 2471     ,00:00:41,0,0.055
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,14:56,Mobile Phone,07917 733357      ,00:03:10,0,0.43
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:01,Moira,028 9261 6949     ,00:02:07,0,0.085
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,15:02,Mobile Phone,07920 187555      ,00:00:46,0,0.105
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,15:03,Ireland Rep,35312958181,00:00:59,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,15:05,Plymouth,01752 512171      ,00:03:18,0,0.265
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:05,Belfast,028 9053 4468     ,00:03:22,0,0.135
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:05,Moira,028 9261 6949     ,00:03:34,0,0.145
0870 numbers      ,2890735600,90735600/0001  ,,21/09/2006,15:09,0870 Numbers,0870 9005501      ,00:05:55,0,0.399
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:20,Belfast,028 9052 4700     ,00:01:56,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,15:23,Newry,028 3025 4962     ,00:01:23,0,0.115
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:31,Belfast,028 9073 8605     ,00:00:47,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:32,Belfast,028 9073 8605     ,00:01:22,0,0.055
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:33,Belfast,028 9073 8605     ,00:00:15,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,21/09/2006,15:35,0845 Numbers,0845 4400600      ,00:03:42,0,0.125
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,15:38,Mobile Phone,07968 185481      ,00:00:15,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,15:41,Belfast,028 9065 5052     ,00:01:03,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,15:42,Mobile Phone,07920 832227      ,00:03:10,0,0.43
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,15:55,Mobile Phone,07968 185481      ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:00,Dromara,028 9753 2144     ,00:00:36,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:03,Mobile Phone,07968 185481      ,00:01:49,0,0.215
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:04,Belfast,028 9079 6200     ,00:00:05,0,0.05
Other         ,2890735600,90735600/0001  ,,21/09/2006,16:04,Personal No.,070 7482 2066     ,00:01:02,0,0.33
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:04,Belfast,028 9073 6200     ,00:00:20,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:06,Newtownards,028 9181 5736     ,00:00:38,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:08,Lisburn,028 9260 5621     ,00:01:42,0,0.07
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:08,Mobile Phone,07866 772370      ,00:00:23,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:10,Mobile Phone,07917 544421      ,00:00:29,0,0.07
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:16,Holywood,028 9039 3812     ,00:01:42,0,0.07
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:27,Mobile Phone,07920 187555      ,00:00:28,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,16:27,Warrenpoint,028 4175 2880     ,00:00:53,0,0.075
0870 numbers      ,2890735600,90735600/0001  ,,21/09/2006,16:28,0870 Numbers,0870 9074798      ,00:00:45,0,0.051
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:29,Belfast,028 9046 6566     ,00:01:38,0,0.07
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:36,Mobile Phone,07968 185481      ,00:00:15,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:38,Mobile Phone,07917 733357      ,00:02:40,0,0.365
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:46,Mobile Phone,07917 544421      ,00:00:42,0,0.095
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:49,Belfast,028 9045 0045     ,00:01:53,0,0.08
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:49,Belfast,028 9073 8605     ,00:00:48,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:51,Belfast,028 9072 3103     ,00:01:03,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:52,Belfast,028 9073 8605     ,00:00:28,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,16:54,Ireland Rep,35314325091,00:07:35,0,0.61
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:54,Mobile Phone,07740 909390      ,00:00:03,0,0.05
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,16:58,Mobile Phone,07920 186336      ,00:01:46,0,0.24
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:58,Belfast,028 9077 1741     ,00:00:39,0,0.05
Local         ,2890735600,90735600/0001  ,,21/09/2006,16:59,Belfast,028 9062 8877     ,00:01:04,0,0.05
Intnl         ,2890735600,90735600/0001  ,,21/09/2006,17:02,Norway,4752870158,00:01:17,0,0.385
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,17:02,West Drayton,01895 465530      ,00:03:50,0,0.31
Mobile        ,2890735600,90735600/0001  ,,21/09/2006,18:34,Mobile Phone,07845 577214      ,00:00:19,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,21/09/2006,20:59,Romford,01708 707076      ,00:01:12,0,0.05
Local         ,2890735600,90735600/0001  ,,22/09/2006,07:56,Belfast,028 9034 2246     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,22/09/2006,07:57,Belfast,028 9034 2246     ,00:00:13,0,0.05
Local         ,2890735600,90735600/0001  ,,22/09/2006,08:00,Belfast,028 9034 2246     ,00:00:31,0,0.05
Local         ,2890735600,90735600/0001  ,,22/09/2006,08:42,Belfast,028 9073 5656     ,00:00:16,0,0.05
Mobile        ,2890735600,90735600/0001  ,,22/09/2006,08:45,Mobile Phone,07920 832282      ,00:01:11,0,0.165
Local         ,2890735600,90735600/0001  ,,22/09/2006,08:54,Belfast,028 9055 7557     ,00:01:10,0,0.05
Intnl         ,2890735600,90735600/0001  ,,22/09/2006,09:00,Germany,4.92118E+11,00:02:04,0,0.62
Mobile        ,2890735600,90735600/0001  ,,22/09/2006,09:08,Mobile Phone,07779 247916      ,00:01:20,0,0.16
0870 numbers      ,2890735600,90735600/0001  ,,22/09/2006,09:09,0870 Numbers,0870 9074798      ,00:00:04,0,0.05
Mobile        ,2890735600,90735600/0001  ,,22/09/2006,09:13,Mobile Phone,07973 480993      ,00:06:21,0,0.75
Ntnl          ,2890735600,90735600/0001  ,,22/09/2006,09:13,Lurgan,028 3831 6600     ,00:00:11,0,0.05
